"What do the children do with their obese mothers dead body in the 1993 drama movie Whats Eating Gilbert Grape?\n","Burn it along with the house","Lift it with a helicopter","Desert it","Bury it in the back yard","Burn it along with the house"
"What do the names Henry, Harry, Harrison, Hal, Hank, Enrique mean?\n","Home ruler","Home ruler","Victorious warrior","Active in battle","Abundant land"
"What do the names Matthew, Mathew, Matt and Mat mean?\n","Gift of God","Preacher","God is merciful","Holy star","Gift of God"
"What do these  people have in common: both Presidents Bush, actor James Spader, actor Jack Lemmon, actor Humphrey Bogart and writer Edgar Rice  Burroughs?\n","They all went to the same high school.","They all went to the same high school.","They all were in Texas on 9/11/2001.","They are the same Zodiac sign.","They were all born in the same month."
"What do these five countries have in common: Nicaragua, the Philippines, Bolivia, Liechtenstein, Saudi Arabia?\n","They are all named after historic personalities","They are all located at an altitude above 1400 km.","They are the only producers of zirconium","They are all named after historic personalities","They all use the US dollar as their unit of currency"
"What do these people have in  common: Star Jones, Randy Jackson, President Dwight David Eisenhower, Carnie Wilson, Diego Maradona?\n","They have all had gastric bypass surgery.","They have all had gastric bypass surgery.","They have all appeared on the long running BBC show Leaders of Our Times.","They have all been cited by the UN for their work with  UNICEF.","They have all received  he Legiondaire Grand Award."
"What do these places have in common: Wake Island, Johnston Atoll, Kingman Reef, Midway Island, Navassa, Baker Island and Jarvis Island?\n","They are uninhabited US possessions.","They are a part of Nirvaau.","They are uninhabited US possessions.","They are UN controlled islands in the Atlantic.","They are sites of famous WWII battles."
"What do we call a horizontal beam used usually for support and walling over a window?\n","Lintel","Purlin","Lintel","Screed","Kerf"
"What do we call a storage place for bees?\n","Apiary","A bee zoo","Apiary","Asterciary","Aviary"
"What do we call the longest day of the year?\n","The summer solstice","The winter equinox","The summer equinox","The summer solstice","The winter solstice"
"What do you add to steel to make it stainless?\n","Chromium","Copper","Zinc","Bronze","Chromium"
"What do you call a large group of islands?\n","Archipelago","Hawaii","Islet","Archipelago","Chanel"
"What does a la crecy  mean?\n","Served with carrots","Served with butter","Served with sauce","Served with carrots","Served with cheese"
"What does a noologist study?\n","The human mind","Eggs","The human womb","The human mind","Computer vocabulary"
"What does a person who has a gymnophobia fear?\n","Nudity","Closed spaces","Nudity","Rivers","Bright colours"
"What does a vexillogist study and/or collect  ?\n","Flags","Stamps","Flags","Bones","Letters"
"What does acrophobia mean?\n","heights","snake","farm","heights","pain"
"What does amathophobia mean?\n","fear of dust","fear of dust","fear of numbers","fear of rooms","fear of candles"
"What does an average single fetus acquire at the age of three months?\n","fingerprints","hair","fingerprints","earlobes","feet"
"What does antepenultimate mean?\n","second from last","next to last","last","middle","second from last"
"What does C.W. Ettingers book Man into Superman deal with?\n","Cryogenics","Putting computers into humans","Cryogenics","Transplanting animal organs into humans","Transplanting human organs"
"What does demophobia mean?\n","Fear of crowds","Fear of insanity","Fear of crowds","Fear of demons","Fear of trees"
"What does Greshams Law state?\n","Bad money drives good money out of circulation","Stock prices lower when unemployment reaches over 6%","Bad money drives good money out of circulation","Every 2% increase in supply lowers demand by 1%","The first hot dog you eat is always better than the second"
"What does lacrimation mean?\n","Shedding Tears","Psychosis","Shedding Tears","Addiction","Dilation"
"What does querulous mean?\n","Always complaining","Always mystical","Always complaining","Always dishonest","Always asking questions"
"What does quinunc mean?\n","A busybody","A necessary thing","A five-cornered star","A prime example","A busybody"
"What does sagination mean?\n","The act of fattening up","The act of fattening up","The state of being pale","The state of being morose","The act of bleeding"
"What does sneezing while talking mean according to Russian superstition?\n","The person is telling the truth.","The person is telling the truth.","They will be healthy and will live long.","The sneezing person is lying.","The sneezing person will receive money soon."
"What does Suetonius, Geoffrey of Monmouth and Herodotus have in common?\n","They are three writers that produced the first urban legends.","They are three writers that produce modern urban legends.","They are three writers that produced the first urban legends.","They are three ghost from the modern urban legends.","They are three ghosts from the first urban legends."
"What does the Arabic term, Maghrib represent?\n","Sunset prayers","City of the believers","Place of peace","Prison","Sunset prayers"
"What does the e.e. in the name, e.e. cummings stand for?\n","Edward Estlin","Edward Estlin","Edar Eastwood","Edward Elgar","Edgar Edward"
"What does the expression to wear a green hat mean in popular Chinese culture?\n","to be a cuckold","to be a cuckold","to be a peasant","to be a wise person","to be an immature, foolish person"
"What does the Hebrew word gaon mean?\n","Genius","Circumcisor","The Old Testament","Genius","Cantor"
"What does the Hindu word Krishna mean?\n","dark or dark blue","the lord","dark or dark blue","daylight","my lord"
"What does the Latin phrase ceteris paribus mean?\n","All other things being equal","All other things being equal","Let the seller beware","Let the buyer beware","The case can not stand"
"What does the Latin proverb, Dum spiro, spero, mean in English?\n","While I breath, I hope","Do to others the same as you do to yourself.","I know that I dont know anything.","Dont look a gift horse in the mouth.","While I breath, I hope"
"What does the name of the Koh-i-Noor diamond mean in Persian?\n","Mountain of light","Mountain of light","Eye of the sea","Divine treasure","Soul of a virgin"
"What does the name Zachary mean?\n","God has remembered","Gods servant","Gift from God","God has remembered","Warlike"
"What does the phrase to be blue (blau sein) mean in German language?\n","To be drunk","To cheat on your wife","To be drunk","To be pregnant","To be angry"
"What does the term baseball diamond denote?\n","Baseball field","An award","A female baseball player","Baseball field","A title given to the greatest baseball players"
"What does the term browning refer to in cooking?\n","All of these","All of these","Caramelization","Removing excess fat from meat by heating","Maillard reaction"
"What does the term Fourth Estate refer to?\n","Press","Judiciary","Backward country","Parliament","Press"
"What does the word diamond literally mean?\n","Unbreakable","Magical","Stone","Light","Unbreakable"
"What does the Yiddish word Bupkis mean in English?\n","Nothing","None","Nothing","Never","Rubbish"
"What English word is used in linguistics when discussing the issue of the lack of separate terms for blue and green in many languages?\n","Grue","Glue","Grue","Bleen","Breen"
"What European country was affected the worst by the European Heat Wave of 2003?\n","France","France","Italy","Germany","Spain"
"What event did the terrorists target in the 1977 movie Black Sunday?\n","Super Bowl","Super Bowl","Democratic Convention","Times Square Ball Drop","Macys Thanksgiving Parade"
"What famous fashion designer popularized the little black dress?\n","Coco Chanel","Vivienne Westwood","Coco Chanel","Calvin Klein","Christian Dior"
"What famous Frenchmans dying words were France. Armee. Josephine!?\n","Napoleon","Louis Philippe","Richelieu","Napoleon","Louis XIV"
"What famous Greek philosopher tutored Alexander the Great and stimulated his interest in science, medicine, philosophy and literature?\n","Aristotle","Plato","Socrates","Aristotle","Epicurus"
"What famous Israeli liqueur comes in a genie shaped bottle and has a distinctive chocolate/orange flavor?\n","Sabra","Sabra","Triple Sec","Cointreau","Grand Marnier"
"What famous news reporter was honored with the Purple Heart after he was killed by a Japanese sniper in 1945?\n","Ernie Pyle","Ernie Pyle","Jack Harrison","Roger Vanderbilt","Mason Hall"
"What famous singer encouraged his fans to come to his concerts dressed in the purple colour?\n","Prince","Hilary Duff","Stephen Tyler","Pink","Prince"
"What fashion designer popularized the color known as shocking pink?\n","Elsa Schiaparelli","CoCo Chanel","Elsa Schiaparelli","Issey Miyake","Vivienne Westwood"
"What female musician released the single Red Blooded Woman in 2004?\n","Kylie Minogue","Beyonce Knowles","Britney Spears","Christina Aguilera","Kylie Minogue"
"What female musician won five Grammy Awards for her album and song Back to Black?\n","Amy Winehouse","Beyonce Knowles","Amy Winehouse","Christina Aguilera","Alicia Keys"
"What fictional character in a romantic drama were the following words addressed to: Open your eyes and look at me. No, I dont think I will kiss you. Although you need kissing badly. Thats whats wrong with you. You should be kissed, and often, and by someone who knows how.?\n","Scarlett OHara (Gone with the Wind)","Ilsa Lund (Casablanca)","Scarlett OHara (Gone with the Wind)","Allie Hamilton (The Notebook)","Rose DeWitt  (Titanic)"
"What fictional teacher, portrayed by Robin Williams, told his students that, if they felt daring, they could call him O Captain! My Captain!?\n","John Keating","Mark Thackeray","John Keating","George Feeny","Jaime Escalante"
"What first full admiral of the Navy, uttered the famous phrase, Damn the torpedoes, full speed ahead!, during the American Civil War at the Battle of Mobile Bay?\n","David Farragut","Stephen Decatur","David Farragut","Oliver Hazard Perry","John Paul Jones"
"What first lady was the famous cousin of the daughter living at Grey Gardens?\n","Jacqueline Kennedy","Eleanor Roosevelt","Mamie Eisenhower","Jacqueline Kennedy","Nancy Reagan"
"What funds were used in the founding of the British Museum?\n","National Lottery","A single bequest of Lord Henry Dinsdale","Fund raising among the nobility of Europe","Multiple Royal bequests","National Lottery"
"What future senator was the first Ph.D. on the moon?\n","Harrison H. Schmitt","John W. Young","David Scott","Alan Shepard","Harrison H. Schmitt"
"What geographical area does the Diamond Dove populate?\n","Australia","Australia","Europe","Asia","South America"
"What German car make, founded in 1931, is famous for its high performance luxury automobiles?\n","Porsche","Volkswagen","Mercedes-Benz","BMW","Porsche"
"What goes along with love according to a Frank Sinatra hit song?\n","Marriage","Broken hearts","Marriage","Pain","Sex"
"What Greek mythological hero eloped with King Menelaus wife, Helen, thus prompting the Trojan War?\n","Paris","Paris","Priam","Hector","Achilles"
"What group included Nils Lofgren, Ray Bittan, Gary Tallent, and Soozie Tyrell?\n","The E Street Band","The Eagles","The Dave Mathews Band","Aerosmith","The E Street Band"
"What group was popular in the 1960s with the hits Yummy Yummy Yummy and Chewy Chewy?\n","The Ohio Express","Velvet Underground","The Rolling Stones","The Ohio Express","The Beatles"
"What guitarist and singer fronted a band whose debut album was titled Are You Experienced?\n","Jimi Hendrix","James Cagney","James Brown","Jimi Hendrix","Jim Morrison"
"What happened in the pencil world in 1822?\n","The mechanical pencil was invented.","The eraser was put onto the pencil.","Pencils were made with clips to hold onto a  pocket.","Pencils that wrote in different colors were made.","The mechanical pencil was invented."
"What happens to a goldfish when it is kept in the dark?\n","It turns a paler color.","It turns white.","It goes blind.","It dies.","It turns a paler color."
"What happens to criminal Johnny Clay at the end of the 1956 movie The Killing, directed by Stanley Kubrick?\n","He is arrested.","He commits suicide.","He is arrested.","He gets killed.","He gets married."
"What happens to the Little Mermaid at the end of Hans Christian Andersens fairy tale The Little Mermaid?\n","Her body turns into foam.","She returns to the underwater world and marries a merman.","Her body turns into foam.","She dies and is damned for eternity.","She marries the prince and they live happily ever after."
"What herb, also known as starflower, has five small, blue or pink, triangular-pointed petals?\n","Borage","Basil","Bay","Borage","Berberis"
"What historical drama, set during Christmas 1183, stars Peter OToole as King Henry II and Katharine Hepburn as Queen Eleanor?\n","The Lion in Winter","Lion of the Desert","The Young Lions","The Lion in Winter","The Wind and the Lion"
"What Hollywood actor starred in the 2006 movie Blood Diamond?\n","Leonardo DiCaprio","Leonardo DiCaprio","Tom Cruise","All of these","Johnny Depp"
"What infectionâ€™s symptoms are tiny white-headed pimples, usually at the base of hair shafts?\n","Folliculitis","Impetigo","Cellulitis","Folliculitis","Boils"
"What infectious disease can be transmitted by a mosquito bite?\n","malaria","trichnaria","styorrhea","myharia","malaria"
"What internal organs are some gold salts, such as potassium gold cyanide, toxic for?\n","Kidneys and liver","All of these","Brain and skin","Lungs","Kidneys and liver"
"What invention is credited to American Melville R. Bissell?\n","The carpet sweeper","Indoor carpeting","The integrated circuit","The carpet sweeper","The vacuum cleaner"
"What is a bibliopole?\n","Someone who sells books","Someone who buys books","Someone who loves books","Someone who hates books","Someone who sells books"
"What is a bo diddley?\n","A home-made guitar","A sandwich common to poor people","A rock and roll band","A home-made microphone","A home-made guitar"
"What is a doula?\n","A non-professional person who assists a woman during the time of  giving birth and during the postpartum period","A non-professional person who assists a woman during the time of  giving birth and during the postpartum period","A summer home in Russia.","A ballet movement","A highly -trained computer technician who advises web designers in the silicon-valley  of France"
"What is a fluid?\n","A gas or a liquid","A gas","A gas or a liquid","A liquid","Anything that can produce energy"
"What is a formicary?\n","A nest of ants","The place where scorpions live","A list of prescribable medicines","A nest of ants","A device to mix chemicals"
"What is a gadwall?\n","A duck","A submarine","A duck","A cannon","A firewall"
"What is a group of bears called?\n","a sleuth","a family","a tribe","a sleuth","a band"
"What is a moirologist?\n","Someone paid to mourn at a funeral","A well-dressed woman","A stutterer or stammerer","Someone paid to mourn at a funeral","A trademark used as a generic term"
"What is a tort?\n","A law","A kind of pie","A type of computer","A law","A type of car"
"What is a tuque?\n","A winter hat typically worn in Canada.","A type of bikini that became very popular around 2004.","A type of winter snow that falls horizontally in very high latitudes.","A type of fruit that used to be called a winter peach","A winter hat typically worn in Canada."
"What is a young eel called?\n","Elver","Elver","Eeling","Eelet","Elvis"
"What is Americas first continuously-published newspaper?\n","Boston News-Letter","Boston Globe","Boston Star","Boston Herald","Boston News-Letter"
"What is an ordinal number?\n","A number that shows order","A number that shows order","A number involving i","A number that shows the number of elements in a set","A number that is less than zero"
"What is another name for Ursa Major?\n","The Great Bear","The Great Bear","The Great Tiger","The Great Lion","The Great Boar"
"What is Bandar Seri Begawan?\n","The capital city of an Asian nation","The capital city of an Asian nation","The largest city in the Kurdish section of Iraq","The name of the Prime Minister of a North African nation","The name of a terrorist organization in Afghanistan"
"What is Barbies full name?\n","Barbara Millicent Roberts","Barbie Mary Doe","Barbara Millicent Roberts","Barbie Madonna Smith","Barbara Monroe Jones"
"What is Belle Fourche?\n","The  geographic center of the United States.","The  geographic center of the United States.","A new dessert created on TV, which contains three types of chocolate, strawberries, and  cranberry marmalade.","The resort voted Number One Vacation Destination  by Forbes Magazine","A very upscale suburb of Paris in which the average house goes for 3,450,000 Euros"
"What is black color, or kuro, associated with in Japanese tradition?\n","All of these","Experience","Age","All of these","Nobility"
"What is chemophobia?\n","fear of chemicals","fear of chemicals","fear of trees","fear of amphibians","fear of angina or choking"
"What is Comedy Central?\n","An American TV station that broadcasts mostly comedy programs","A spin-off of the famous Monty Python group","A film studio owned by Jim Carrey","An American TV station that broadcasts mostly comedy programs","The company that owns rights to all comedy movies on YouTube"
"What is Cordillera Central?\n","The central mountain range in several Spanish speaking countries","City Center in Far East Asian countries","The central mountain range in several Spanish speaking countries","A special undercover police unit in Australia","The geographical center of any country or region"
"What is covered by the 19th amendment to the US constitution?\n","Voting rights for women","Voting rights for citizens of Washington, D.C.","Repeal of Prohibition","Voting rights for women","Voting rights for people of Guam"
"What is Darlene Iskra famous for?\n","She was the first woman to command a US Navy ship during a war.","She was the first female architect to design a skyscraper.","She was the first female winner of the Pulitzer Prize in Feature Writing","She was the first woman to command a US Navy ship during a war.","She was the first US female to demand the right to vote."
"What is entomophobia a fear of?\n","Insects","Dust","Cows","Insects","Birds"
"What is Fleur de sel?\n","Natural sea salt","Natural sea salt","A species of seaweed that live only in sea water with very high salinity","A plant that contains the highest amount of sodium chloride of all plants","A type of salty French biscuits"
"What is found in plant cells, but not in animal cells?\n","Chloroplast","Mitochondria","Cytoplasm","Chloroplast","Ribosomes"
"What is James Browns honorific nickname?\n","Godfather of Soul","King of Jazz","Godfather of Soul","King of the Blues","Chairman of the Board"
"What is known as the fear of electricity?\n","Electrophobia","Eleutherophobia","Electrophobia","Emetophobia","Enetophobia"
"What is known as the Vienna Hour in a traditional Sicilian wedding reception?\n","Desert course","Desert course","Giving toasts","Giving wedding gifts","Cocktail serving"
"What is lethologica?\n","A psychological disease first identified as a serious condition by Carl Jung","Any  word used incorrectly in a sentence.","A physical disease in which the patient does not have enough energy to speak","A psychological disease first identified as a serious condition by Carl Jung","A religious practice involving saying certain Biblical names to counter a sin."
"What is methyphobia?\n","A fear of alcohol","A fear of explosions","A fear of gases","A fear of pleasure","A fear of alcohol"
"What is referred to as the fourth dimension?\n","time","weight","length","time","height"
"What is referred to by the term fourth world (in contrast to the better-known terms first world, second world and third world?\n","disenfranchised societies","interplanetary societies","disenfranchised societies","undiscovered societies","global societies"
"What is rock singer Ozzy Osbournes real name?\n","John Osbourne","Oscilius Osbroune","Octavius Osbourne","John Osbourne","James Osbourne"
"What is telesophobia?\n","Fear of being last","Fear of being last","Fear of religious ceremonies","Fear of being ignored","Fear of being first"
"What is the actual name of the hotel where parts of the above mentioned film was shot?\n","Amargosa Hotel and Opera House","Indian Springs Inn","Baghdad Inn","Longstreet Hotel, Resort and Casino","Amargosa Hotel and Opera House"
"What is the approximate distance between the Moon and the Earth?\n","384,000 kilometers","384,000 miles","93,000,000 miles","384,000 kilometers","384,000 meters"
"What is the basic chemical compound that table salt is composed of?\n","Sodium chloride","Sodium chloride","Sodium bicarbonate","Calcium carbonate","Potassium iodide"
"What is the best selling album of all time in the United States as of 2007?\n","The Eagles Greatest Hits 1971-1975","The Eagles Greatest Hits 1971-1975","The Wall, by Pink Floyd","Thriller, by Michael Jackson","Led Zeppelin IV, by Led Zeppelin"
"What is the birth name of Academy Award-winning actress Jane Fonda?\n","Lady Jayne Seymour Fonda","Lady Jayne Seymour Fonda","Mary Jayne Seymour Fonda","Lady Mary Jane Fonda","Baby Jane Fonda"
"What is the brown aura associated with in parapsychology?\n","Greed","Spite","Disease","Greed","Serenity"
"What is the capital and largest city of Austria?\n","Vienna","Canberra","Sydney","Stockholm","Vienna"
"What is the capital city of Bahrain?\n","Manama","Niamey","Bahrain City","Manama","Muscat"
"What is the capital city of Iceland?\n","Reykjavik","Neyjavicik","Leykjastick","Lolymyestic","Reykjavik"
"What is the capital of Finland?\n","Helsinki","Prague","Suva","Malabo","Helsinki"
"What is the Central Processing Unit (aka CPU) responsible for?\n","Executing computer programs","Advising US governments on internal matters","Executing computer programs","Turning crude oil into gasoline","Crime Prevention"
"What is the Choking Doberman from the popular urban legend choking on?\n","Human fingers","A human ear","Human fingers","A hairball","A dolls head"
"What is the color of pure gold, which it maintains without oxidizing in air and water?\n","Bright yellow","Bright yellow","Pale yellow","Pale orange-yellow","Ivory"
"What is the color of the Dont Walk pedestrian crossing signal in Canada and the United States?\n","Portland Orange","Puce","Coral red","Scarlet","Portland Orange"
"What is the color of the little girls coat that catches the eye of Oskar Schindler in Steven Spielbergs 1993 movie Schindlers List?\n","Red","Green","Red","White","Black and white"
"What is the common between the years 1914, 1918, 1935, 1940, 1941, 1942 and 1943?\n","In these years no received a Nobel Prize in Literature.","In these years, there was no Dali Lama.","In these years no received a Nobel Prize in Literature.","In these years there, Republican and Democratic Parties each had exactly 50 votes in the US Senate.","In those years an extra 1second was added to the year to make the solar year correct."
"What is the correct formal name of the country known as the UK?\n","United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland","Great Britain","United Kingdom of England, Scotland, Wales and Northern Ireland","Union of Kingdoms of England and Scotland"
"What is the correct plural form of Attorney General?\n","Attorneys General","Attorneys General","Attorney Generals","Attorneyes Generales","Attorneys Generals"
"What is the daily salt intake recommended by the Scientific Advisory Committee on Nutrition for the United Kingdom?\n","4 grams","4 grams","6 grams","1 gram","2.5 grams"
"What is the deepest lake in the world?\n","Baikal","Caspian Sea","Baikal","Issyk-Kul","Tanganyika"
"What is the deepest spot in the oceans?\n","Mariana Trench","Kuril-Kamchatka Trench","Philippine Trench","Mariana Trench","Tonga Trench"
"What is the English name for the first book of the Bible?\n","Genesis","Genesis","Exodus","Mathew","Luke"
"What is the English translation of the name of the most famous book written by Nostradamus?\n","Centuries","The Future","Prophecies Gleaned from the Bible","Centuries","The Next Coming"
"What is the fastest bird of prey?\n","Peregrine Falcon","Harris Hawk","Bald Eagle","Osprey","Peregrine Falcon"
"What is the fastest ocean animal?\n","Sailfish","Swordfish","Sailfish","Marlin","Wahoo"
"What is the favorite victim of The Hook according to the popular urban legend?\n","A young couple","A drunkard","A young couple","An old woman","A naughty child"
"What is the first name of Dr. Greene from the popular television series ER, played by actor Anthony Edwards?\n","Mark","Peter","John","Richard","Mark"
"What is the first name of the actress who married David Duchovny in 1997?\n","Tea","Lea","Bea","Mia","Tea"
"What is the first name of the actress who played the main character on Maude?\n","Bea","Amy","Bea","Liz","Pat"
"What is the first name of the comedian, who in 1999 became host of The Daily Show?\n","Jon","Stu","Lou","Jon","Ray"
"What is the first stealth fighter used by the United States Military?\n","F-22 Raptor","F-22 Raptor","F/A18 Super Hornet","F-5 Tiger","P-47 Thunderbolt"
"What is the following an example of: Madam, Im Adam?\n","Palindrome","Perambulation","Palindrome","Personalisation","Personification"
"What is the fourth amendment to the US Constitution?\n","The right to not be subject to unreasonable searches and seizures","The right to not be subject to self incrimination","The right to not be subject to unreasonable searches and seizures","The right to bear arms","The right to not be subject to the quartering of soldiers"
"What is the fourth estate?\n","the press","the clergy","the nobles","the commoners","the press"
"What is the fourth largest city in Canada (after Toronto, Montreal and Vancouver), as measured by metropolitan area according to 2006 estimates?\n","Ottawa","Winnipeg","Edmonton","Calgary","Ottawa"
"What is the fourth largest nation in the world in area?\n","China","Brazil","USA","Australia","China"
"What is the full name of Charity, the leading character from the popular Broadway musical Sweet Charity?\n","Charity Hope Valentine","Charity Mother Hartley","Charitabella Love Huggings","Charity Hope Valentine","Charity Faith Amori"
"What is the full name of the 33rd US President?\n","Harry S. Truman","Harry S. Truman","Harry Shine Truman","Harry Simpson Truman","Harry Simon Truman"
"What is the full name of the Benetton fashion brand?\n","United Colors of Benetton","United Benetton Designers","United Colors of Benetton","Benetton Fashion Union","Benetton Union"
"What is the full name of UTC, the company that manufactures Sikorsky helicopters?\n","United Technologies Corporation","United Technologies Corporation","United Tennessee Company","Union of high-Technology Corporations","Union of Texas Craft-makers"
"What is the function the Fifth Element according to the 1997 science fantasy movie The Fifth Element?\n","It unites the other four elements into organic life.","It unites the other four elements into organic life.","It joins space and matter.","It destroys the universe when activated.","It creates a bridge between space and time."
"What is the funny name of Judy Greers character in the 1999 comedy-drama movie Jawbreaker?\n","Fern Mayo","Fern Mayo","Germ Apes","Hump Scratchington","Perm Pistachio"
"What is the head of the United Nations called?\n","Secretary General","General Commissioner","UN General","President General","Secretary General"
"What is the Jewish New Year called?\n","Rosh Ha-Shanah","Rosh Ha-Shanah","Yom Kippur","Shabbat","Hanukkah"
"What is the largest city in California?\n","Los Angeles","Sacramento","Long Beach","Los Angeles","San Diego"
"What is the largest city on the worlds largest island?\n","Godthaab","Rabaul","Frobisher Bay","Godthaab","Weser"
"What is the largest country by area in Africa?\n","Sudan","Sudan","South Africa","Algeria","Egypt"
"What is the largest country in the world?\n","Russia","Russia","USA","China","Canada"
"What is the largest mountain in the western hemisphere?\n","Aconcagua","McKinley","Pissis","Aconcagua","K2"
"What is the largest sea in the world?\n","South China Sea","Caribbean Sea","Mediterranean Sea","Bering Sea","South China Sea"
"What is the last name of the man credited with inventing the modern bicycle?\n","Michaux","Bremen","Michaux","Wright","Turnbull"
"What is the last statement made by Alex at the end of the 1971 Stanley Kubrick movie A Clockwork Orange?\n","I was cured, all right!","I was cured, all right!","Everything looks blurred...","Nothing on this planet is what it seems to be.","I see the tunnel clearly now."
"What is the literal meaning of the Japanese word Chairo which denotes a brown color?\n","Tea color","Tea color","Earth color","Chestnut color","Wood color"
"What is the longest river in Asia  Minor?\n","Euphrates","Tigris","Ganges","Euphrates","Mekong"
"What is the longest running primetime television show in the period 1950-2009?\n","Hallmark Hall of Fame","Monday Night Football","The Simpsons","Hallmark Hall of Fame","60 Minutes"
"What is the lowest point in Europe?\n","The Caspian Sea","The Caspian Sea","Comedy clubs  in Germany","Gabo de Roca","Gavdos"
"What is the main symptom of the uncommon blood disorder, known as methemoglobinemia?\n","Bluish complexion of the skin","10% greater blood volume than normal","Bluish complexion of the skin","Abnormally enlarged lungs","Faster breathing because of lack of haemoglobin"
"What is the mascot of the University of California at Irvine?\n","Anteater","Anteater","Maverick","Gaucho","Banana Slug"
"What is the mathematical term for the shape of a footballs path, when thrown form one player to another?\n","Parabola","Parabola","Catenary","Hyperbola","Ellipse"
"What is the maximum distance between Mars and the Sun?\n","249,000,000","249,000,000","500,000,000","275,000,000","327,000,000"
"What is the meaning of dyspepsia?\n","A recurrent  pain, hardness or ache in the upper abdomen","Near-sightedness","A disease that is characterized by difficulty in reading","A recurrent  pain, hardness or ache in the upper abdomen","A religious calendar used by several non-Western groups"
"What is the meaning of soviet, as in Soviet Union?\n","Council","Socialistic","Council","Communist","Republic"
"What is the meaning of the expression the new black in the fashion world?\n","Something considered very trendy and a fashion basic","Something old-fashioned","Something that is completely unwearable","Something considered very trendy and a fashion basic","Something returning in fashion after long absence"
"What is the meaning of the female names Anastasia, Anastacia, Stacy, Nastassja, Nastia?\n","Resurrection","Martyr","Angelic","Resurrection","River"
"What is the meaning of the idiomatic phrase to have a sweet tooth?\n","To be addicted to sweets","To be excessively sentimental","To be meek and humble","To be talkative and eloquent","To be addicted to sweets"
"What is the meaning of the names Emily, Emma, Amelie, Amelia, Em, Emmie?\n","Rival","Spice","Sympathy","Justice","Rival"
"What is the meaning of the names Paul, Paula, Paulina, Pablo, Paulo, Paolo?\n","Small, humble","Small, humble","Sacred, hallowed","Gtreat","Stubborn, obstinate"
"What is the meaning of the popular names Joseph, Josephine, Jose, Josef, Joe, Joey?\n","The Lord will add.","The Lord is merciful.","The Lord will add.","The Lord is with us.","The Lord loves us."
"What is the meaning of the term blood diamond?\n","Diamond used for financing wars","Diamond used for financing wars","Red diamond","Stolen diamond","Diamond for which somebody has died"
"What is the meaning of the word albedo, which comes from Latin?\n","A value for the reflectivity of an object","A bright region on the suns chromosphere","A value for the reflectivity of an object","A disease afflicting canines in which the fur around the tail falls out","An adjustment to a projectiles flight using retro-rockets"
"What is the meaning of the word labeorphilist?\n","A collector of beer bottles","A lover of experimental science","A collector of beer bottles","A flower that eats insects","An animal that is attracted to sweet smells"
"What is the more common name for the superfood Vaccinium oxycoccos?\n","Cranberry","Cranberry","Cauliflower","Courgette","Cress"
"What is the most common reason for airplane incidents?\n","Human error","Human error","Overload","Equipment malfunction","Weather conditions"
"What is the most important ingredient for preparing brownies, a type of American dessert?\n","Chocolate","Chocolate","Coffee","Brown sugar","Molasses"
"What is the name for a layer of gasses that surround a large object and are held in place by the objects gravity?\n","Atmosphere","Atmosphere","Molecular mass","Escape velocity","Surface gravity"
"What is the name for a vocal musical composition for between two and eight singers, written in the Renaissance and early Baroque eras and often performed without musical accompaniment?\n","Madrigal","Magnificat","Mass","Madrigal","Mambo"
"What is the name for fire sacrifice?\n","Immolation","Infiltration","Immolation","Impregnation","Innovation"
"What is the name of a famous guarding monster in Greek Mythology?\n","Cerberus","Cerberus","Golem","Hyde","Dagon"
"What is the name of a successful American musician, nicknamed The Jewish Elvis?\n","Neil Diamond","Neil Diamond","Billy Diamond","Rodger Diamond","Walter Diamond"
"What is the name of Frank Zappas daughter?\n","Moon Unit","Dweezil","Moon Beam","Elektra Moon","Moon Unit"
"What is the name of Hermones cat in the Harry Potter series?\n","Crookshanks","Kittywizardodopolis","Dumbledore","Crookshanks","Squeaks"
"What is the name of Marilyn Mansons 1995 remix album in which he included his cover of Eurythmics 1983 Sweet Dreams (Are Made of This)?\n","Smells Like Children","Portrait of an American Family","Antichrist Superstar","Smells Like Children","The Last Tour on Earth"
"What is the name of Oprah Winfreys character in the 1985 drama movie The Color Purple directed by Steven Spielberg?\n","Sofia","Celie","Sofia","Miss Millie","Nettie"
"What is the name of the anvil-shaped bone in the middle ear that along with the malleus and stapes allow us to hear?\n","Incus","Incense","Inca","Inuit","Incus"
"What is the name of the British sitcom about the Home Guard during World War II?\n","Dads Army","McHales Navy","Dads Army","Fathers Flyboys","Pops Platoon"
"What is the name of the brownish pigment that gives coloration to the human skin, iris and hair?\n","Melanin","Mezamine","Melanin","Melamine","Methylamine"
"What is the name of the cartoon cat that terrorizes the mouse, Jerry?\n","Tom","Gat","Tom","Cat","Gus"
"What is the name of the chieftain, who in 1816, after the death of his father, seized power over the insignificant Zulu clan and transformed it into a nation?\n","Shaka","Dingiswayo","Senzangakhona","Shaka","Impis"
"What is the name of The Eagles lead singer and drummer who wrote the song The Boys of Summer?\n","Don Henley","Joe Walsh","Don Henley","Tim Schmit","Glen Frey"
"What is the name of the essential oil made from the blossom of the bitter orange?\n","Neroli","Lavender","Natterdum","Neroli","Orange oilscent"
"What is the name of the first full length movie to use color?\n","The World, the Flesh And the Devil","A Visit to the Seaside","The World, the Flesh And the Devil","The Raven","The Coward"
